[09/05/18 15:56:19 INFO] Training Sequence to Sequence with Attention model
[09/05/18 15:56:19 INFO] Loading data from '../data/-train.t7'...
[09/05/18 15:56:46 INFO]  * vocabulary size: source = 50004; target = 50004
[09/05/18 15:56:46 INFO]  * additional features: source = 0; target = 0
[09/05/18 15:56:46 INFO]  * maximum sequence length: source = 50; target = 51
[09/05/18 15:56:46 INFO]  * number of training sentences: 90939
[09/05/18 15:56:46 INFO]  * 1446 batches, max size: 64 (even), avg size: 62.890041, capacity: 100%
[09/05/18 15:56:46 INFO] Building model...
[09/05/18 15:56:46 INFO]  * Encoder:
[09/05/18 15:57:00 INFO]    - with word embeddings size: 500
[09/05/18 15:57:00 INFO]    - Simple LSTM Encoder: 2 layers, rnn_size 500, dropout 0.3
[09/05/18 15:57:00 INFO]  * Decoder:
[09/05/18 15:57:07 INFO]    - with word embeddings size: 500
[09/05/18 15:57:09 INFO]    - Global Attention: general
[09/05/18 15:57:10 INFO] Initializing parameters...
[09/05/18 15:57:20 INFO]  * number of parameters: 84822004
[09/05/18 15:57:20 INFO] Preparing memory optimization...
[09/05/18 15:57:23 INFO]  * sharing 69% of output/gradInput tensors memory between clones
[09/05/18 15:57:23 INFO] Start training...
[09/05/18 15:57:23 INFO] 
[09/05/18 16:44:31 INFO] Epoch 1 ; Iteration 50/1446 ; Learning rate 1.0000 ; Source tokens/s 19 ; Perplexity 227365.34
[09/09/18 15:42:49 INFO] Epoch 6 ; Iteration 1050/1446 ; Learning rate 1.0000 ; Source tokens/s 30 ; Perplexity 7.45
[09/09/18 16:16:43 INFO] Epoch 6 ; Iteration 1100/1446 ; Learning rate 1.0000 ; Source tokens/s 29 ; Perplexity 8.69
[09/09/18 16:44:34 INFO] Epoch 6 ; Iteration 1150/1446 ; Learning rate 1.0000 ; Source tokens/s 26 ; Perplexity 6.16
[09/09/18 17:18:16 INFO] Epoch 6 ; Iteration 1200/1446 ; Learning rate 1.0000 ; Source tokens/s 31 ; Perplexity 8.32
[09/09/18 17:50:04 INFO] Epoch 6 ; Iteration 1250/1446 ; Learning rate 1.0000 ; Source tokens/s 27 ; Perplexity 7.43
[09/09/18 18:21:53 INFO] Epoch 6 ; Iteration 1300/1446 ; Learning rate 1.0000 ; Source tokens/s 29 ; Perplexity 7.43
[09/09/18 18:53:44 INFO] Epoch 6 ; Iteration 1350/1446 ; Learning rate 1.0000 ; Source tokens/s 28 ; Perplexity 7.91
[09/09/18 19:24:59 INFO] Epoch 6 ; Iteration 1400/1446 ; Learning rate 1.0000 ; Source tokens/s 29 ; Perplexity 7.59
[09/09/18 19:52:59 INFO] Epoch 6 ; Iteration 1446/1446 ; Learning rate 1.0000 ; Source tokens/s 26 ; Perplexity 6.99
[09/09/18 20:34:45 INFO] Validation perplexity: 7.81
[09/09/18 20:34:45 INFO] Saving checkpoint to '../models/nts_epoch6_7.81.t7'...
[09/09/18 20:34:49 INFO] 
[09/09/18 21:06:35 INFO] Epoch 7 ; Iteration 50/1446 ; Learning rate 1.0000 ; Source tokens/s 29 ; Perplexity 6.01
[09/09/18 21:38:01 INFO] Epoch 7 ; Iteration 100/1446 ; Learning rate 1.0000 ; Source tokens/s 29 ; Perplexity 6.31
[09/09/18 22:12:25 INFO] Epoch 7 ; Iteration 150/1446 ; Learning rate 1.0000 ; Source tokens/s 30 ; Perplexity 6.71
[09/09/18 22:43:43 INFO] Epoch 7 ; Iteration 200/1446 ; Learning rate 1.0000 ; Source tokens/s 29 ; Perplexity 6.41
[09/09/18 23:14:52 INFO] Epoch 7 ; Iteration 250/1446 ; Learning rate 1.0000 ; Source tokens/s 29 ; Perplexity 6.67
[09/09/18 23:48:40 INFO] Epoch 7 ; Iteration 300/1446 ; Learning rate 1.0000 ; Source tokens/s 29 ; Perplexity 7.10
[09/10/18 00:22:21 INFO] Epoch 7 ; Iteration 350/1446 ; Learning rate 1.0000 ; Source tokens/s 30 ; Perplexity 6.92
[09/10/18 00:53:12 INFO] Epoch 7 ; Iteration 400/1446 ; Learning rate 1.0000 ; Source tokens/s 28 ; Perplexity 6.12
[09/10/18 01:23:56 INFO] Epoch 7 ; Iteration 450/1446 ; Learning rate 1.0000 ; Source tokens/s 29 ; Perplexity 6.36
[09/10/18 01:54:18 INFO] Epoch 7 ; Iteration 500/1446 ; Learning rate 1.0000 ; Source tokens/s 26 ; Perplexity 6.04
[09/10/18 02:28:00 INFO] Epoch 7 ; Iteration 550/1446 ; Learning rate 1.0000 ; Source tokens/s 30 ; Perplexity 6.86
[09/10/18 03:04:45 INFO] Epoch 7 ; Iteration 600/1446 ; Learning rate 1.0000 ; Source tokens/s 29 ; Perplexity 6.94
[09/10/18 03:37:23 INFO] Epoch 7 ; Iteration 650/1446 ; Learning rate 1.0000 ; Source tokens/s 29 ; Perplexity 7.08
[09/10/18 04:12:08 INFO] Epoch 7 ; Iteration 700/1446 ; Learning rate 1.0000 ; Source tokens/s 29 ; Perplexity 7.02
[09/10/18 04:46:37 INFO] Epoch 7 ; Iteration 750/1446 ; Learning rate 1.0000 ; Source tokens/s 28 ; Perplexity 6.74
[09/10/18 05:16:53 INFO] Epoch 7 ; Iteration 800/1446 ; Learning rate 1.0000 ; Source tokens/s 27 ; Perplexity 6.36
[09/10/18 05:49:18 INFO] Epoch 7 ; Iteration 850/1446 ; Learning rate 1.0000 ; Source tokens/s 28 ; Perplexity 6.86
[09/10/18 06:22:56 INFO] Epoch 7 ; Iteration 900/1446 ; Learning rate 1.0000 ; Source tokens/s 30 ; Perplexity 7.34
[09/10/18 06:53:19 INFO] Epoch 7 ; Iteration 950/1446 ; Learning rate 1.0000 ; Source tokens/s 29 ; Perplexity 6.42
[09/10/18 07:25:40 INFO] Epoch 7 ; Iteration 1000/1446 ; Learning rate 1.0000 ; Source tokens/s 29 ; Perplexity 6.69
[09/10/18 08:06:03 INFO] Epoch 7 ; Iteration 1050/1446 ; Learning rate 1.0000 ; Source tokens/s 23 ; Perplexity 6.76
[09/10/18 08:51:56 INFO] Epoch 7 ; Iteration 1100/1446 ; Learning rate 1.0000 ; Source tokens/s 18 ; Perplexity 6.22
[09/10/18 09:38:55 INFO] Epoch 7 ; Iteration 1150/1446 ; Learning rate 1.0000 ; Source tokens/s 19 ; Perplexity 6.46
[09/10/18 10:24:15 INFO] Epoch 7 ; Iteration 1200/1446 ; Learning rate 1.0000 ; Source tokens/s 19 ; Perplexity 6.43
[09/10/18 11:13:13 INFO] Epoch 7 ; Iteration 1250/1446 ; Learning rate 1.0000 ; Source tokens/s 22 ; Perplexity 7.16
[09/10/18 11:43:46 INFO] Epoch 7 ; Iteration 1300/1446 ; Learning rate 1.0000 ; Source tokens/s 28 ; Perplexity 6.56
[09/10/18 12:17:45 INFO] Epoch 7 ; Iteration 1350/1446 ; Learning rate 1.0000 ; Source tokens/s 29 ; Perplexity 7.26
[09/10/18 12:49:45 INFO] Epoch 7 ; Iteration 1400/1446 ; Learning rate 1.0000 ; Source tokens/s 28 ; Perplexity 6.83
[09/10/18 13:22:02 INFO] Epoch 7 ; Iteration 1446/1446 ; Learning rate 1.0000 ; Source tokens/s 30 ; Perplexity 6.94
[09/10/18 14:03:36 INFO] Validation perplexity: 7.02
[09/10/18 14:03:36 INFO] Saving checkpoint to '../models/nts_epoch7_7.02.t7'...
[09/10/18 14:03:40 INFO] 
[09/10/18 14:37:36 INFO] Epoch 8 ; Iteration 50/1446 ; Learning rate 0.7000 ; Source tokens/s 28 ; Perplexity 5.20
[09/10/18 15:09:18 INFO] Epoch 8 ; Iteration 100/1446 ; Learning rate 0.7000 ; Source tokens/s 26 ; Perplexity 4.92
[09/10/18 15:41:48 INFO] Epoch 8 ; Iteration 150/1446 ; Learning rate 0.7000 ; Source tokens/s 29 ; Perplexity 5.14
[09/10/18 16:14:42 INFO] Epoch 8 ; Iteration 200/1446 ; Learning rate 0.7000 ; Source tokens/s 29 ; Perplexity 5.85
[09/10/18 16:47:07 INFO] Epoch 8 ; Iteration 250/1446 ; Learning rate 0.7000 ; Source tokens/s 28 ; Perplexity 5.28
[09/10/18 17:19:42 INFO] Epoch 8 ; Iteration 300/1446 ; Learning rate 0.7000 ; Source tokens/s 27 ; Perplexity 5.31
[09/10/18 17:56:12 INFO] Epoch 8 ; Iteration 350/1446 ; Learning rate 0.7000 ; Source tokens/s 28 ; Perplexity 5.76
[09/10/18 18:27:49 INFO] Epoch 8 ; Iteration 400/1446 ; Learning rate 0.7000 ; Source tokens/s 29 ; Perplexity 5.15
[09/10/18 19:02:17 INFO] Epoch 8 ; Iteration 450/1446 ; Learning rate 0.7000 ; Source tokens/s 30 ; Perplexity 5.54
[09/10/18 19:34:04 INFO] Epoch 8 ; Iteration 500/1446 ; Learning rate 0.7000 ; Source tokens/s 29 ; Perplexity 5.28
[09/10/18 20:04:50 INFO] Epoch 8 ; Iteration 550/1446 ; Learning rate 0.7000 ; Source tokens/s 29 ; Perplexity 5.35
[09/10/18 20:36:58 INFO] Epoch 8 ; Iteration 600/1446 ; Learning rate 0.7000 ; Source tokens/s 28 ; Perplexity 5.30
[09/10/18 21:11:08 INFO] Epoch 8 ; Iteration 650/1446 ; Learning rate 0.7000 ; Source tokens/s 30 ; Perplexity 5.81
[09/10/18 21:43:42 INFO] Epoch 8 ; Iteration 700/1446 ; Learning rate 0.7000 ; Source tokens/s 29 ; Perplexity 5.26
[09/10/18 22:17:12 INFO] Epoch 8 ; Iteration 750/1446 ; Learning rate 0.7000 ; Source tokens/s 30 ; Perplexity 5.29
[09/10/18 22:49:49 INFO] Epoch 8 ; Iteration 800/1446 ; Learning rate 0.7000 ; Source tokens/s 27 ; Perplexity 5.58
[09/10/18 23:21:49 INFO] Epoch 8 ; Iteration 850/1446 ; Learning rate 0.7000 ; Source tokens/s 28 ; Perplexity 5.43
[09/10/18 23:56:12 INFO] Epoch 8 ; Iteration 900/1446 ; Learning rate 0.7000 ; Source tokens/s 30 ; Perplexity 5.60
[09/11/18 00:28:21 INFO] Epoch 8 ; Iteration 950/1446 ; Learning rate 0.7000 ; Source tokens/s 30 ; Perplexity 5.51
[09/11/18 01:01:18 INFO] Epoch 8 ; Iteration 1000/1446 ; Learning rate 0.7000 ; Source tokens/s 29 ; Perplexity 5.61
[09/11/18 01:35:03 INFO] Epoch 8 ; Iteration 1050/1446 ; Learning rate 0.7000 ; Source tokens/s 28 ; Perplexity 5.72
[09/11/18 02:07:25 INFO] Epoch 8 ; Iteration 1100/1446 ; Learning rate 0.7000 ; Source tokens/s 28 ; Perplexity 5.31
[09/11/18 02:42:06 INFO] Epoch 8 ; Iteration 1150/1446 ; Learning rate 0.7000 ; Source tokens/s 29 ; Perplexity 5.35
[09/11/18 03:13:36 INFO] Epoch 8 ; Iteration 1200/1446 ; Learning rate 0.7000 ; Source tokens/s 27 ; Perplexity 5.30
[09/11/18 03:45:11 INFO] Epoch 8 ; Iteration 1250/1446 ; Learning rate 0.7000 ; Source tokens/s 28 ; Perplexity 5.15
[09/11/18 04:18:36 INFO] Epoch 8 ; Iteration 1300/1446 ; Learning rate 0.7000 ; Source tokens/s 31 ; Perplexity 5.80
[09/11/18 04:48:41 INFO] Epoch 8 ; Iteration 1350/1446 ; Learning rate 0.7000 ; Source tokens/s 28 ; Perplexity 4.89
[09/11/18 05:17:27 INFO] Epoch 8 ; Iteration 1400/1446 ; Learning rate 0.7000 ; Source tokens/s 28 ; Perplexity 4.78
[09/11/18 05:46:07 INFO] Epoch 8 ; Iteration 1446/1446 ; Learning rate 0.7000 ; Source tokens/s 30 ; Perplexity 5.58
[09/11/18 06:27:27 INFO] Validation perplexity: 6.53
[09/11/18 06:27:27 INFO] Saving checkpoint to '../models/nts_epoch8_6.53.t7'...
[09/11/18 06:27:31 INFO] 
[09/11/18 07:01:15 INFO] Epoch 9 ; Iteration 50/1446 ; Learning rate 0.4900 ; Source tokens/s 28 ; Perplexity 4.81
